obs_source,player_raw,club_raw,season,candidate_ids,candidate_names,club_franchise_id,club_match_ids,reason
player_season_leaders_2000_2002.csv,"Davis, Nick",MOROV,2001,1693,"Davis Jackson, Nathanael",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Davis, Nick",MOROV,2002,1693,"Davis Jackson, Nathanael",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"De Jesus, Jezreel",,2018,2823,"De Jesús, Jezreel",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"De Jesus, Jezreel",Indios,2019,2823,"De Jesús, Jezreel",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"De Jesús, Jezreel",Capitanes,2021,2823,"De Jesús, Jezreel",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Delk, Tony",,2008,2470,"Delk, Estadísticas Jugador",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Diaz, Guillermo",Atleticos,2019,2666,"Diaz, Guillermo",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Diaz, Guillermo",Cariduros,2021,2666,"Diaz, Guillermo",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Diaz, Rafael",COAMO,2002,1864,"Diaz Russi, Rafael",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Dionisio, M.",Capitanes de Arecibo,2002,1644,"Dionisio Rivera, Miguel",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Domenech, I.",Cangrejeros de Santurce,2001,923,"Domenech, Irving",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Duran, Cliff",Vaqueros,2021,2367,"Duran Colon, Cliff",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,EDGAR LEON,FAJARDO,1988,507,"León, Edgar",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,EDGAR LEON,FAJARDO,1990,507,"León, Edgar",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,EVELIO DROZ,BAYAMON,1959,655,"Droz Ramos, Evelio",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Echevarria, A.",Brujos de Guayama,2001,209,"Echevarria Diaz, Armando",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Echevarria, A.",Leones de Ponce,2001,209,"Echevarria Diaz, Armando",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Echevarria, A.",Maratonistas de Coamo,2002,209,"Echevarria Diaz, Armando",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Elonu, Chinemelu",Capitanes,2020,13031,"Elonu, Chinemelu",capitanes_arecibo,13031,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Elonu, Chinemelu",Capitanes,2021,13031,"Elonu, Chinemelu",capitanes_arecibo,13031,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Emory, Carlos",Piratas,2021,2838,"Emory, Carlos",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Erazo, Josue",Atleticos,2020,13233,"Erazo Torres, Josue",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,FRANK CORTES,SAN JUAN,1971,745,"Cortes Quiñones, Frank",capitalinos_san_juan,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,FUFI SANTORI,UPR,1952,1176,"Santori Coll, Jose",gallitos_upr,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Facey, V.",Titanes de Morovis,2001,2233,"Facey Mendez, Vicente",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Facey, V.",Maratonistas de Coamo,2002,2233,"Facey Mendez, Vicente",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Facey, V.",Maratonistas de Coamo,2003,2233,"Facey Mendez, Vicente",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Falu, A.",Gallitos de Isabela,2001,179,"Falú Allende, Antonio",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Falu, A.",Gallitos de Isabela,2002,179,"Falú Allende, Antonio",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Fernandez, Erick",CAROL,2002,620,"Fernandez, Erick",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Fernandez, Tjader",Cariduros,2019,13079,"Fernandez Garcia, Tjader",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Fernández, Tjader",Atleticos,2020,13079,"Fernandez Garcia, Tjader",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Fernández, Tjader",Atleticos,2021,13079,"Fernandez Garcia, Tjader",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Fillyaw, Marcus",Brujos,2019,13131,"Fillyaw, Marcus",brujos_guayama,13131,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Fillyaw, Marcus",Brujos,2020,13131,"Fillyaw, Marcus",brujos_guayama,13131,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Flores, Daniel",Titanes,1986,416,"Flores Morales, Daniel",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Franklin, Alexander",Brujos,2021,2766,"Franklin, Alexander",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Gale Jr., Michael",Indios,2010,2613,"Gale Jr., Michael",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Gallardo, Julio",Indios,1986,1365,"Gallardo Quijano, Julio",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Garcia, I.",Gigantes de Carolina,2002,961,"Garcia Saenz, Ivan m.",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Garcia, Jonathan",Piratas,2019,1094,"Garcia Bermudez, Jonathan",piratas_quebradillas,1094,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Garcia, Leandro",Capitanes,2014,12923,"Garcia Morales, Leandro",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Garcia, Y.",Capitanes de Arecibo,2001,2331,"Garcia Perez, Yan",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Garcia, Y.",Gigantes de Carolina,2002,2331,"Garcia Perez, Yan",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Gaston, Chris",Santeros,2019,2821,"Gaston, Chris",santeros_aguada,2821,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Gaston, Chris",Atleticos,2020,2821,"Gaston, Chris",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Gates, P.",Criollos de Caguas,2002,1844,"Gates Santiago, Prentiss",criollos_caguas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Gee, Jarrod",CAYEY,2002,995,"Gee, Jarrod",toritos_cayey,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Glenn, Robert",Cariduros,2019,13213,"Glenn, Robert",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Graham, Zach",,2014,2916,"Graham, Zach",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Guibert, A.",Indios de Mayaguez,2001,84,"Guibert Sangerton, Andres",indios_mayaguez,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Hamilton, Daniel",Mets,2020,13262,"Hamilton, Daniel",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Harper, Aaron",Capitanes,2020,13247,"Harper, Aaron",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Harrison, G.",Titanes de Morovis,2001,816,"Harrison Custodio, Glenn m.",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Hernandez, Hector",Atleticos,2014,12926,"Hernandez Gallegos, Hector",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Hernandez, Luis",Piratas,2019,2637,"Hernandez Matias, Luis",piratas_quebradillas,2637,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Herrera, Roberto","Indios, Mayaguez",2007,2056,"Herrera, Roberto",indios_mayaguez,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Higgs, N.",Capitanes de Arecibo,2001,1691,"Higgs, Nate",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Higgs, Nate",ARECI,2001,1691,"Higgs, Nate",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Higgs, Nate",CAROL,2002,1691,"Higgs, Nate",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Hodge Jr., Walter",Capitanes,2021,2514,"Hodge Jr., Walter",capitanes_arecibo,2514,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Howard, Jordan",Brujos,2020,13200,"Howard, Jordan",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Howard, S.",Capitanes de Arecibo,2002,2181,"Howard, Stephen",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,JAIME FRONTERA,ARECIBO,1966,974,"Frontera Colley, Jaime",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,JIM MALDONADO,ARECIBO,1983,1046,"Maldonado Chabot, Jim",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,JOHNNY BAEZ,RIO PIEDRAS,1957,1088,"Baez, Johnny",cardenales_rio_piedras,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,JOHNNY BAEZ,RIO PIEDRAS,1961,1088,"Baez, Johnny",cardenales_rio_piedras,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,JOHNNY BAEZ,SANTURCE,1964,1088,"Baez, Johnny",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Jackson, R.",Titanes de Morovis,2001,1972,"Jackson Perkins, Reginald",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Jackson, R.",Gallitos de Isabela,2002,1972,"Jackson Perkins, Reginald",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Jefferson, Cory",Atleticos,2020,13266,"Jefferson, Cory",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Johnson, Daniel",Piratas,2014,12924,"Johnson, Daniel",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Jones, Joseph",Santeros,2019,2877,"Jones, Joseph",santeros_aguada,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Josiah, Jahvari",Cariduros,2019,13076,"Josiah, Jahvari",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Josiah, Jahvari",Cariduros,2020,13076,"Josiah, Jahvari",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"King, K.",Piratas de Quebradillas,2001,1414,"King, Kirk",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"King, Kirk",QUEBR,2001,1414,"King, Kirk",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Krauser, Carl",Indios,2008,2467,"Krauser Mays, Carl",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Laguer, A.",Maratonistas de Coamo,2003,166,"Laguer, Anthony",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Lamizana, Herve",Vaqueros,2012,2693,"Lamizana, Herve",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Lanauze, Juan Jose",Mets,1986,2625,"Lanauze, Juan Jose",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Laury, David",Brujos,2019,13130,"Laury, David",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Ledo, Ricardo",,2018,13105,"Ledo, Ricardo",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Leeks, K.",Gallitos de Isabela,2001,1398,"Leeks, Ken",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Lemon, Stedmon",Santeros,2019,13208,"Lemon, Stedmon",santeros_aguada,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Leon, Edgar",Cariduros,1986,507,"León, Edgar",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Leon, F.",Maratonistas de Coamo,2001,738,"Leon Cruz, Francisco",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Leon, Francisco",Leones,1986,738,"Leon Cruz, Francisco",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Liz, Victor",Leones,2019,2778,"Liz, Victor",leones_ponce,2778,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Liz, Víctor",Leones,2021,2778,"Liz, Victor",leones_ponce,2778,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Long, A.",Brujos de Guayama,2001,225,"Long, Art",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Lopez, Federico",Mets,1986,660,"Lopez Camacho, Federico",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Lopez, M.",Polluelos de Aibonito,2001,12939,"Lopez, Matt",polluelos_aibonito,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Lopez, M.",Toritos de Cayey,2002,12939,"Lopez, Matt",toritos_cayey,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Lopez, M.",Titanes de Morovis,2003,12939,"Lopez, Matt",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,MARIO MORALES,GUAYNABO,1980,1584,"Morales Micheo, Mario",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,MARIO MORALES,GUAYNABO,1993,1584,"Morales Micheo, Mario",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,MARTIN ANZA,BAYAMON,1963,1594,"Anza, Martin",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Machado, A.",Gallitos de Isabela,2001,13,"Machado Torres, Adrian",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Machado, A.",Gallitos de Isabela,2002,13,"Machado Torres, Adrian",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Malcom, Ernesto",Atleticos,1986,634,"Malcom, Ernesto",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Maldonado, Jim",Capitanes,1986,1046,"Maldonado Chabot, Jim",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Marrero, M.",Cangrejeros de Santurce,2003,1679,"Marrero, Moises",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Martinez, F.",Indios de Mayaguez,2001,724,"Martinez Lara, Francisco",indios_mayaguez,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Martinez, F.",Leones de Ponce,2003,724,"Martinez Lara, Francisco",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Martinez, Wil",Indios,2019,12981,"Martinez, Wil",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Martínez, Wil",Gigantes,2021,12981,"Martinez, Wil",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Matias, Angel L.",Capitanes,2019,13066,"Matias De Leon, Angel L.",capitanes_arecibo,13066,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Mays, James",Caciques,2010,2636,"Mays, James",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"McCauley, Ben",Brujos,2020,13253,"McCauley, Ben",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"McCauley, Ben",Brujos,2021,13253,"McCauley, Ben",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Medrano, J.",Titanes de Morovis,2001,1125,"Medrano Ñunez, Jorge l.",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Medrano, J.",Titanes de Morovis,2002,1125,"Medrano Ñunez, Jorge l.",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Medrano, Jorge",MOROV,2002,1125,"Medrano Ñunez, Jorge l.",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Mendez, M.",Titanes de Morovis,2003,1646,"Mendez Ugarte, Miguel",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Mendez, O.",Leones de Ponce,2001,1754,"Mendez Guilbert, Orlando",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Mendoza, Rigoberto",Cariduros,2021,13050,"Mendoza De la Rosa, Rigoberto",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Mickeal, Pete",,2014,2896,"Mickeal, Pete",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Minnerath, Nick",Leones,2019,13202,"Minnerath, Nick",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Mojica, Javier",Vaqueros,2020,2355,"Mojica Izquierdo, Javier",vaqueros_bayamon,2355,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Montes, R.",Brujos de Guayama,2001,2063,"Montes, Roberto",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Morgan, J.",Capitanes de Arecibo,2002,1017,"Morgan, Jayson",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Muniz, A.",Gallitos de Isabela,2002,52,"Muniz Villanueva, Alexis",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Murphy, Jordan",Leones,2021,13307,"Murphy, Jordan",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Myers, G.",Gigantes de Carolina,2001,834,"Myers Houghton, Guillermo",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Myers, G.",Maratonistas de Coamo,2002,834,"Myers Houghton, Guillermo",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Myers, G.",Gallitos de Isabela,2002,834,"Myers Houghton, Guillermo",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Myers, G.",Maratonistas de Coamo,2003,834,"Myers Houghton, Guillermo",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Neumann, H.",Gigantes de Carolina,2001,892,"Neumann Cruzval, Henry",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Nieves, I.",Gigantes de Carolina,2001,955,"Nieves Otero, Ivan",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Nieves, I.",Leones de Ponce,2002,955,"Nieves Otero, Ivan",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Nieves, I.",Titanes de Morovis,2003,955,"Nieves Otero, Ivan",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Nolan, N.",Indios de Mayaguez,2001,1729,"Nolan Roberts, Norman Lewis",indios_mayaguez,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Nolan, Norman",MAYAG,2001,1729,"Nolan Roberts, Norman Lewis",indios_mayaguez,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Nunnally, James",,2014,12929,"Nunnally, James",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Nuñez, Angel",Mets,2021,13285,"Nuñez, Angel",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Ocasio, Jonathan",Grises,2021,12992,"Ocasio Tulloch, Jonathan",grises_humacao,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Ofoegbu, Ike",Indios,2010,2634,"Ofoegbu, Ike",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Ofoegbu, Ike",,2018,2634,"Ofoegbu, Ike",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Ortiz, David",Capitanes,1986,454,"Ortiz Valle, David",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Ortiz, P.",Maratonistas de Coamo,2001,1812,"Ortiz, Pedro",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Ortiz, V.",Indios de Mayaguez,2002,2261,"Ortiz Espada, Victor irving",indios_mayaguez,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Ortiz, V.",Maratonistas de Coamo,2002,2261,"Ortiz Espada, Victor irving",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,PACHIN VICENS,PONCE,1958,1327,"Vicens Sastre, Juan",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Pacheco, Bradley",Maratonistas,1986,253,"Pacheco Nevares, Bradley",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Pacheco, Georgie",Brujos,2021,13275,"Pacheco Ortiz, Georgie",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Padilla, G.",Indios de Mayaguez,2001,802,"Padilla Flores, Gil",indios_mayaguez,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Paige, Jaysean",Indios,2021,13280,"Paige, Jaysean",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Parker-Rivera, Timajh",Gigantes,2021,13282,"Parker-Rivera, Timajh",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Patterson, Lamar",Piratas,2020,13154,"Patterson, Lamar",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Penn, Kleon",Brujos,2019,2615,"Penn, Kleon",brujos_guayama,2615,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Penn, Kleon",Brujos,2020,2615,"Penn, Kleon",brujos_guayama,2615,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Perez, F.",Piratas de Quebradillas,2001,680,"Perez Rivera, Felix Javier",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Perez, F.",Capitanes de Arecibo,2002,680,"Perez Rivera, Felix Javier",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Perez, Felix",QUEBR,2001,680,"Perez Rivera, Felix Javier",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Phelps, Eugene",,2014,2910,"Phelps, Eugene",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Pittman, Dexter",Caciques,2014,12920,"Pittman, Dexter",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Pizarro, Christian",Capitanes,2019,13125,"Pizarro Rios, Christian Jomar",capitanes_arecibo,13125,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Pizarro, Christian",Indios,2021,13125,"Pizarro Rios, Christian Jomar",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Piñeiro, Juan Pablo",Brujos,2019,13051,"Piñeiro, Juan Pablo",brujos_guayama,13051,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Piñeiro, Juan Pablo",Brujos,2020,13051,"Piñeiro, Juan Pablo",brujos_guayama,13051,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Plummer, K.",Gallitos de Isabela,2002,1404,"Plummer, Kenny",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Powell, Josh",,2012,2756,"Powell, Josh",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Powell, Josh",Santeros,2018,2756,"Powell, Josh",santeros_aguada,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Putney, Raphiael",,2018,13162,"Putney, Raphiael",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Quijano, F.",Gigantes de Carolina,2002,728,"Quijano Rivera, Francisco",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Quinonez, J.",Gallitos de Isabela,2001,1157,"Quiñonez Figueroa, Jose",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Quinonez, J.",Gallitos de Isabela,2002,1157,"Quiñonez Figueroa, Jose",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
